Stock Code,Company,Update time,Author,Texts,Read,Comments,情绪得分,URL
TSLA,特斯拉,45386.468750000 ,华信金业,【华信金业】特斯拉交付、英特尔亏损——市场何去何从？,191,0,3.5,https://caifuhao.eastmoney.com/news/20240404111549975529210?from=guba&name=54m55pav5ouJ5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCx1c3RzbGEuaHRtbA%3D%3D
TSLA,特斯拉,45386.427083333 ,天自福来,我感觉老马是穿越回来的,169,0,5,"https://guba.eastmoney.com/news,ustsla,1414788155.html"
TSLA,特斯拉,45386.390972222 ,永不言败喔,过往的经验告诉我们、当投行纷纷下调目标价的时候，就对见底的信号。,171,1,5,"https://guba.eastmoney.com/news,ustsla,1414761446.html"
TSLA,特斯拉,45386.377777778 ,盖世汽车,【国际快讯】特斯拉一季度销量下滑8.5%；Rivian一季度销量大涨71%；通用田纳西州工厂已投产电芯,61,0,3.5,https://caifuhao.eastmoney.com/news/20240404090440455125140?from=guba&name=54m55pav5ouJ5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCx1c3RzbGFfMi5odG1s
TSLA,特斯拉,45386.363194444 ,财华社,特斯拉渡劫,123,0,6.5,https://caifuhao.eastmoney.com/news/20240404084320990083100?from=guba&name=54m55pav5ouJ5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCx1c3RzbGEuaHRtbA%3D%3D
TSLA,特斯拉,45386.344444444 ,有财地广柑,小买200股坐等1600,93,0,6,"https://guba.eastmoney.com/news,ustsla,1414781600.html"
TSLA,特斯拉,45386.310416667 ,甜蜜的雪梅,全球市场重要资讯！影响A股几何（4.4）,94,0,5,https://caifuhao.eastmoney.com/news/20240404072726478932080?from=guba&name=54m55pav5ouJ5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCx1c3RzbGEuaHRtbA%3D%3D
TSLA,特斯拉,45386.281250000 ,特斯拉资讯,资讯忍无可忍！特斯拉长期投资者对马斯克“一顿输出” 并呼吁改组董事会,2361,10,5.5,"https://guba.eastmoney.com/news,ustsla,1414720435.html"
TSLA,特斯拉,45386.254861111 ,山羊8888,马斯克确实玩物丧志！2万美元左右的车型至今还没有推出来，难道就靠MODELY和M,155,0,5,"https://guba.eastmoney.com/news,ustsla,1414775159.html"
TSLA,特斯拉,45386.254166667 ,特斯拉资讯,资讯马斯克怒了！特斯拉，紧急出手：0利息！,2396,5,5,"https://guba.eastmoney.com/news,ustsla,1414753520.html"
TSLA,特斯拉,45386.245833333 ,特斯拉资讯,资讯特斯拉首次推出0利息金融政策,6508,30,4.5,"https://guba.eastmoney.com/news,ustsla,1414731621.html"
TSLA,特斯拉,45386.090277778 ,特斯拉资讯,资讯胡润研究院：中国高净值家庭购车平均花费78万 特斯拉为最受青睐电动车,732,2,6,"https://guba.eastmoney.com/news,ustsla,1414727033.html"
TSLA,特斯拉,45386.040972222 ,有财地广柑,特斯拉上海储能超级工厂快投产了吧？,132,0,4.5,"https://guba.eastmoney.com/news,ustsla,1414767139.html"
TSLA,特斯拉,45386.029166667 ,金芒财讯,特斯拉中国推出Model 3/Y车型“0利息”分期购车优惠,93,0,5.5,https://caifuhao.eastmoney.com/news/20240404004246064016440?from=guba&name=54m55pav5ouJ5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCx1c3RzbGEuaHRtbA%3D%3D
TSLA,特斯拉,45386.016666667 ,中吾億,老马什么时候在中国开保险公司？,148,0,5,"https://guba.eastmoney.com/news,ustsla,1414764947.html"
TSLA,特斯拉,45386.013888889 ,智通财经,特斯拉(TSLA.US)跌跌不休 150美元成关键支撑位,270,0,6,https://caifuhao.eastmoney.com/news/20240404002032637106210?from=guba&name=54m55pav5ouJ5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCx1c3RzbGEuaHRtbA%3D%3D
TSLA,特斯拉,45386.011111111 ,特斯拉资讯,资讯急了？特斯拉，紧急出手：0利息！,961,4,6.5,"https://guba.eastmoney.com/news,ustsla,1414756735.html"
TSLA,特斯拉,45386.009722222 ,信达澳亚基金李博,当前看好的方向是基于什么逻辑？,261,7,5,https://caifuhao.eastmoney.com/news/20240403100016029419490?from=guba&name=54m55pav5ouJ5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCx1c3RzbGEuaHRtbA%3D%3D
TSLA,特斯拉,45385.991666667 ,智通财经,一季度交付量令市场大失所望 特斯拉(TSLA.US)遭多家分析师接连“狙击”,216,0,2.5,https://caifuhao.eastmoney.com/news/20240403234830061944780?from=guba&name=54m55pav5ouJ5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCx1c3RzbGFfMi5odG1s
TSLA,特斯拉,45385.990972222 ,华尔街氓牛,不买特斯拉的都是......,160,0,2.5,"https://guba.eastmoney.com/news,ustsla,1414761916.html"
TSLA,特斯拉,45385.979166667 ,世界离我不曾远去,先涨价，再优惠，真的诚意满满,154,0,3,"https://guba.eastmoney.com/news,ustsla,1414760146.html"
TSLA,特斯拉,45385.977777778 ,特斯拉资讯,资讯特斯拉首次推出零利息金融政策,330,2,5.5,"https://guba.eastmoney.com/news,ustsla,1414733889.html"
TSLA,特斯拉,45385.968750000 ,简乐尚博,特斯拉季度销量重回榜首，比亚迪纯电动汽车交付量下降,1410,5,5.5,https://caifuhao.eastmoney.com/news/20240403114130118231810?from=guba&name=54m55pav5ouJ5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCx1c3RzbGEuaHRtbA%3D%3D
TSLA,特斯拉,45385.965972222 ,超级成长为皇,特斯拉就是诺基亚,126,0,5,"https://guba.eastmoney.com/news,ustsla,1414758184.html"
TSLA,特斯拉,45385.956250000 ,特斯拉资讯,资讯摩根大通将特斯拉公司目标价从130美元下调至115美元,1060,8,5,"https://guba.eastmoney.com/news,ustsla,1414721849.html"
TSLA,特斯拉,45385.955555556 ,商商查财经,马太效应加剧！Q1销量双双环比下降之下，特斯拉反超比亚迪！,692,8,3.5,https://caifuhao.eastmoney.com/news/20240403164509974431530?from=guba&name=54m55pav5ouJ5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCx1c3RzbGEuaHRtbA%3D%3D
TSLA,特斯拉,45385.954166667 ,特斯拉资讯,资讯特斯拉推“0利息”分期购车，限定金融机构为平安、招商等六家银行,528,1,5.5,"https://guba.eastmoney.com/news,ustsla,1414744314.html"
TSLA,特斯拉,45385.953472222 ,特斯拉资讯,资讯特斯拉据悉将在印度选址建造价值20亿-30亿美元的电动汽车工厂,2565,16,5,"https://guba.eastmoney.com/news,ustsla,1414735568.html"
TSLA,特斯拉,45385.950694444 ,抗压派,马斯克如果离开特斯拉我会离开卖掉特斯拉。[大笑][大笑][大笑][大笑],132,0,5,"https://guba.eastmoney.com/news,ustsla,1414755940.html"
TSLA,特斯拉,45385.931944444 ,特斯拉资讯,资讯最高60期免息 特斯拉首推“0利息”分期购车政策,372,2,5,"https://guba.eastmoney.com/news,ustsla,1414742897.html"
TSLA,特斯拉,45385.931250000 ,狠人顾沁禾,今夜已稳，风起特斯拉，安心睡大觉！,1169,1,9.5,https://caifuhao.eastmoney.com/news/20240403215214844926640?from=guba&name=54m55pav5ouJ5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCx1c3RzbGEuaHRtbA%3D%3D
TSLA,特斯拉,45385.919444444 ,ok233,汽车板块已进入熊市状态,178,0,3,"https://guba.eastmoney.com/news,ustsla,1414750091.html"
TSLA,特斯拉,45385.914583333 ,特斯拉资讯,资讯马斯克回应一季度销量大跌：这个季度对每个人来说都很艰难,3192,21,1,"https://guba.eastmoney.com/news,ustsla,1414692161.html"
TSLA,特斯拉,45385.913194444 ,潜伏潜力成长股,看看是不是有再创阶段性新低的迹象？节前，也是持续调整，它们后市怎么走是不是应该参,292,0,5,"https://guba.eastmoney.com/news,ustsla,1414748208.html"
TSLA,特斯拉,45385.910416667 ,水跃鱼先生1994,现在特斯拉也不得不服小米了。估计得破100了。,135,0,6,"https://guba.eastmoney.com/news,ustsla,1414748347.html"
TSLA,特斯拉,45385.908333333 ,特斯拉资讯,资讯特斯拉一季度交付量环比跌20% 反超比亚迪重夺全球纯电车销冠,2038,2,4,"https://guba.eastmoney.com/news,ustsla,1414709833.html"
TSLA,特斯拉,45385.906250000 ,中国基金报,问界M7降价2万元！ModelY全系涨价5000元！#问界降价#特斯拉中国今日涨价#ModelY,2.0万,8,5.5,https://caifuhao.eastmoney.com/news/20240401120336795278020
TSLA,特斯拉,45385.904861111 ,Milton1,特斯拉估计要跌到100美元以下[大笑][大笑]（我就随便说说）。,105,0,4.5,"https://guba.eastmoney.com/news,ustsla,1414747249.html"
TSLA,特斯拉,45385.900694444 ,陈小财,昨晚，美股三大指数调整，发生了什么？今年还有机会吗？,480,1,5,https://caifuhao.eastmoney.com/news/20240403115050030214300?from=guba&name=54m55pav5ouJ5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCx1c3RzbGFfMi5odG1s
TSLA,特斯拉,45385.894444444 ,特斯拉资讯,资讯特斯拉首次推出“0利息”分期购车优惠政策,416,3,5.5,"https://guba.eastmoney.com/news,ustsla,1414737505.html"
TSLA,特斯拉,45385.893055556 ,沈迷股市的大傻瓜,4月3日消息，特斯拉中国今日宣布，针对Model3/Y车型上线限时低息置换政策，,334,2,5.5,https://caifuhao.eastmoney.com/news/20240403210009776312510?from=guba&name=54m55pav5ouJ5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCx1c3RzbGFfMi5odG1s
TSLA,特斯拉,45385.890277778 ,特斯拉资讯,资讯特斯拉从未令人如此失望 华尔街如今怎么看？,1092,3,1.5,"https://guba.eastmoney.com/news,ustsla,1414699897.html"
TSLA,特斯拉,45385.871527778 ,派财经,特斯拉真卖不动了，马斯克急眼了！,100,0,2,https://caifuhao.eastmoney.com/news/20240403205503527324890
TSLA,特斯拉,45385.865972222 ,特斯拉资讯,资讯特斯拉：一季度全球交付约38.7万台电动车 3月上海超级工厂交付量环比大增近48%,1397,4,5,"https://guba.eastmoney.com/news,ustsla,1414646765.html"
TSLA,特斯拉,45385.860416667 ,网通社,【特斯拉推出限时低息置换以及“0利息”分期购车政策】,126,0,5.5,https://caifuhao.eastmoney.com/news/20240403203901991453900?from=guba&name=54m55pav5ouJ5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCx1c3RzbGFfMi5odG1s
TSLA,特斯拉,45385.859027778 ,天下第地,飞得太快，总有意外,602,11,6,https://caifuhao.eastmoney.com/news/20240402152137446456370?from=guba&name=54m55pav5ouJ5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCx1c3RzbGFfMi5odG1s
TSLA,特斯拉,45385.849305556 ,特斯拉资讯,资讯特斯拉全球季度交付量4年来首降,249,4,5.5,"https://guba.eastmoney.com/news,ustsla,1414724059.html"
TSLA,特斯拉,45385.840972222 ,大智若愚BBB,后市或易涨难跌？,148,2,5,https://caifuhao.eastmoney.com/news/20240402083500600766330?from=guba&name=54m55pav5ouJ5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCx1c3RzbGFfMi5odG1s
TSLA,特斯拉,45385.835416667 ,低买高卖不贪心,千万别把股吧当回事,3251,75,1,https://caifuhao.eastmoney.com/news/20230714082339789015720?from=guba&name=54m55pav5ouJ5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCx1c3RzbGFfMi5odG1s
TSLA,特斯拉,45385.830555556 ,郑一生要强,还会继续跌,35,0,2,"https://guba.eastmoney.com/news,ustsla,1414733049.html"
TSLA,特斯拉,45385.814583333 ,wsewe,今天是补充,86,0,6,"https://guba.eastmoney.com/news,ustsla,1414730211.html"
TSLA,特斯拉,45385.814583333 ,大咖演播厅,必须远超特斯拉，余承东：自动驾驶是生存关键,3895,18,5,https://caifuhao.eastmoney.com/news/20240401152223204122640
TSLA,特斯拉,45385.803472222 ,一360一,特斯拉：“拆箱式”的新工艺，平价电动车时代或将来临,188,0,5.5,https://caifuhao.eastmoney.com/news/20240403191705678323920?from=guba&name=54m55pav5ouJ5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCx1c3RzbGFfMi5odG1s
TSLA,特斯拉,45385.787500000 ,特斯拉资讯,资讯特斯拉官宣：下线第600万辆汽车！关键数据公布在即 特斯拉却遭分析师唱空,1.3万,19,4,"https://guba.eastmoney.com/news,ustsla,1413329621.html"
TSLA,特斯拉,45385.785416667 ,派财经,黑科技！马斯克的秘密武器将再次颠覆汽车行业,99,0,5,https://caifuhao.eastmoney.com/news/20240403185107918098430
TSLA,特斯拉,45385.774305556 ,特斯拉资讯,资讯古根海姆将特斯拉目标股价从132美元下调至122美元,541,1,4,"https://guba.eastmoney.com/news,ustsla,1414721717.html"
TSLA,特斯拉,45385.772916667 ,特斯拉资讯,资讯深夜 特斯拉业绩“爆雷”！,3.3万,26,6,"https://guba.eastmoney.com/news,ustsla,1414356682.html"
TSLA,特斯拉,45385.761805556 ,特斯拉资讯,资讯“一场绝对的灾难”！特斯拉Q1交付量跌破40万辆 “四面楚歌”之下马斯克将转向全新“unbox”组装工艺,6846,9,5.5,"https://guba.eastmoney.com/news,ustsla,1414609044.html"
TSLA,特斯拉,45385.751388889 ,特斯拉资讯,资讯美股成交额前20：特斯拉车辆交付不及预期 股价大跌近5%,2060,3,3.5,"https://guba.eastmoney.com/news,ustsla,1414365638.html"
TSLA,特斯拉,45385.722916667 ,能源新闻网,远逊预期！特斯拉Q1交付量跌破40万 近四年首次录得同比下降,97,0,5,https://caifuhao.eastmoney.com/news/20240403172122442824610?from=guba&name=54m55pav5ouJ5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCx1c3RzbGFfMi5odG1s
TSLA,特斯拉,45385.715972222 ,猫头鹰车志,【特斯拉Q1交付量惨遭滑铁卢，分析师直言“灾难”】,320,0,5,https://caifuhao.eastmoney.com/news/20240403171133637580450?from=guba&name=54m55pav5ouJ5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCx1c3RzbGFfMi5odG1s
TSLA,特斯拉,45385.714583333 ,特斯拉资讯,资讯汇丰将特斯拉目标股价从143美元下调至138美元,619,1,4.5,"https://guba.eastmoney.com/news,ustsla,1414705632.html"
TSLA,特斯拉,45385.711111111 ,黑眼圈,特斯拉凉了，Unbox工艺能否拯救？,1119,59,5.5,https://caifuhao.eastmoney.com/news/20240403021820745229040?from=guba&name=54m55pav5ouJ5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCx1c3RzbGFfMi5odG1s
TSLA,特斯拉,45385.684722222 ,只为韭菜长出花,特斯拉与埃斯顿在机器人方面合作的可能性分析,487,4,5.5,https://caifuhao.eastmoney.com/news/20240403143053991161230?from=guba&name=54m55pav5ouJ5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCx1c3RzbGFfMi5odG1s
TSLA,特斯拉,45385.684027778 ,特斯拉资讯,资讯特斯拉美股盘前跌超1%,164,0,5,"https://guba.eastmoney.com/news,ustsla,1414700979.html"
TSLA,特斯拉,45385.680555556 ,特斯拉资讯,资讯特斯拉美股盘前跌超1% 上一交易日跌近5%,601,0,3.5,"https://guba.eastmoney.com/news,ustsla,1414699892.html"
TSLA,特斯拉,45385.675000000 ,热搜笔记,马斯克正式开源了自家的AI大模型Grok-1,289,1,7,https://caifuhao.eastmoney.com/news/20240403152520582827180
TSLA,特斯拉,45385.662500000 ,橘柚透夕阳,这个交付量锐减，属实有点意外了，还好买的是指数,140,0,4,"https://guba.eastmoney.com/news,ustsla,1414694959.html"
TSLA,特斯拉,45385.659722222 ,博多小鹰,交付量大幅下降，就看后续能不能提升一波单车利润了,38,0,3.5,"https://guba.eastmoney.com/news,sz159659,1414694012.html"
TSLA,特斯拉,45385.648611111 ,BiyaPay,爆了！小米汽车多项指标超特斯拉，马斯克开喷？,1467,7,5,https://caifuhao.eastmoney.com/news/20240403110924121023360?from=guba&name=54m55pav5ouJ5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCx1c3RzbGFfMi5odG1s
TSLA,特斯拉,45385.642361111 ,热搜笔记,马斯克：AI毁灭人类可能性20%，但研发值得冒险,245,0,7.5,https://caifuhao.eastmoney.com/news/20240403152500725630850
TSLA,特斯拉,45385.620833333 ,股友VK25820351,不敢动了，拿稳就好了,118,0,2.5,"https://guba.eastmoney.com/news,ustsla,1414672101.html"
TSLA,特斯拉,45385.612500000 ,beiyixiaohai,财报季不看业绩，看情绪,631,4,5,https://caifuhao.eastmoney.com/news/20240402214220640821020?from=guba&name=54m55pav5ouJ5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCx1c3RzbGFfMi5odG1s
TSLA,特斯拉,45385.600000000 ,heroacca1,大家有空看看泰德的中报，我摘录一点点，这个妥妥的特斯拉+人形机器人高端龙头啊！,1121,6,8,https://caifuhao.eastmoney.com/news/20231222084645447814020?from=guba&name=54m55pav5ouJ5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCx1c3RzbGFfMi5odG1s
