Stock Code,Company,Update time,Author,Texts,Likes,Comments,情绪得分,URL,,,
2594,比亚迪,2024/4/8 20:34, 大唐炼金师,巴菲特曾说，他可以在五分钟内给出一家公司的报价，他是怎么做到的？首先，他研究了足够多的公司，对每一个他能弄懂的公司或者感兴趣的公司，他都如数家珍。其次，他有一个经常被谈起的原则——不懂不投，一旦能坚守这个原则，那投资就从无限的眼花缭乱的股价波动，变成了只对自己能看懂的的企业出价的等待游戏。那对一家公司自然就可以很快给出报价，要么是不知道价值，不感兴趣，不出价，要么是早已研究明白了这家公司，也在持续关注，知道价值，自然也知道该出什么价。这个问答中还有一个重要的问题，好的商业模式不是有标准答案的，也就是说不是出现某一种特征就代表这个生意就是好生意，也不是只看某一样的数据就能做出判断的。最好是用排除法，排除掉所有不好商业模式的特征，比如高杠杆、低利润、产品无差异化等等，直到无法排除，再去研究企业，这样可以节省很多时间，这样虽然可能会少排除掉或者和错过一些企业，但其实犯错的几率更小。巴菲特问答原文如下：股东问：你在年报中说：“如果有人知道有一家像飞安公司这样的好公司，请告诉我，我会很高兴地看一看，并在五分钟或更短的时间内我会给你答复。”你怎么能做到呢？你从哪里得到信息来做这个决定?你怎么知道这些信息是有效的呢？巴菲特：你知道，查理和我几乎对每一家感兴趣的公司都很熟悉。如果你已经从事商业研究40多年了，就像你每天都在研究棒球运动员一样，过了一段时间，你就会认识所有的球员，这就是五分钟给答案的工作原理。随着时间的推移，我们在脑海中形成了一系列的筛选标准，我们不认为它们是完美的筛选标准，虽然这些筛选标准偶尔会漏掉一下应该被排除的东西，但它们仍非常高效。它们的效果就像我们聘请专家花几个月做筛选一样好，所以我们真的可以在五分钟内告诉你我们是否对某件事感兴趣。我们之前从未拥有过飞安公司的股份，但我们对这家公司至少有20年的观察，你说呢，查理?芒格：没错，不过我有个合伙人20年前买了很多，这也很棒。巴菲特：几乎任何行业都是如此。一旦我们确定“不懂不投”的原则，我们就不再关心我们难以的理解公司，即使我们可能会在学习的过程中有所收获。而那些我们能够理解的公司，由于我们已经研究了足够久，我们可能已经学得差不多了，所以我们只需要五分钟就能下判断。在购买飞安之前，甚至是购买之后，我从来没有踏上过他们的飞机，他们在世界各地有大约40个训练中心，我也从来没有去看过。我从未去过他们的总部、从来没有看过租约、我们不看物业的名称……我的意思是，我们不做这些事情。我想说的是：到目前为止，这些从未花费我们一分钱，让我们付出代价的是，我们错误地评估了企业的商业模式。评估企业的商业模式，是我们无法从尽职调查中学到的东西，虽然我们可以让律师检查所有的事情，但这并不能让我们看清一个生意的好坏。评估企业的商业模式，我们有自己的筛选标准，不过我们也会犯一些错误。查理？芒格：人们低估了一些简单的伟大想法的重要性，我认为我们的这些筛选标准已经运作得很好，因为它们很简单。巴菲特：是的，我想这个房间里的大多数人，如果你们只关注“是什么做成了一笔好生意”，或者“是什么原因导致没有做成一笔好生意”，然后思考一会儿。你们就可以开发一套筛选标准，让自己在五分钟内，很好地弄清楚做什么是有意义的，做什么是没有意义的。可能有一些原因，使得我们不能在某个标准上达成一致。但你通常可以很快判断出喜不喜欢管理层，我们喜欢和那些对自己的事业专注的人，而且这点通常容易发现。节选自《巴菲特编年史》1997年伯克希尔股东大会上午场第32个问题，大唐炼金师翻译于2023年3月4日。 ,2,3,5.5,https://xueqiu.com/8959246745/285152887,,,
2594,比亚迪,2024/4/8 20:31, andyding,极氪001和小米su7和赛力斯华为问界M9在驾驶性能上是获得了一致的公认，被赞底盘调校出色。以前比亚迪大多数车用的大都是筷子悬架，底盘调校不行情有可原，可是海豹ev、腾势N7、宋L等都用上了双叉臂+五连杆，底盘调校上依然没有获得认可，来自奔驰的汉斯真的不行吗？感觉和内饰设计团队一样需要焕新一下。最近看yyp和飞飞的车cool两位作为车主的车评人对仰望U8的想对客观的评价，在底盘调校上依然问题突出。,0,0,4.5,https://xueqiu.com/9080548226/285152625,,,
2594,比亚迪,2024/4/8 19:57, 闷得而蜜,Tesla的Robotaxi长这模样，迪迪、赛哥，理想同学，你们怎么看？,1,6,4.5,https://xueqiu.com/5672579962/285149086,,,
2594,比亚迪,2024/4/8 19:42, 逍遥来了,据说因为降息推迟，消费茅们吓尿了，真有出息。降息还可以扛一下，毕竟经济数据不错。但是吸星大法不能一直用，高增长不可持续，降息终究还是要降的。死扛不降，债总要还，只能印钞，印钞机一开，贬值。收割不成，还伤自己，搞不好就危机时刻了。一旦贬值来了，经济总量就很快1:1，心态崩了，要么战要么降，就可以给老美收尸了。如果老美膨胀，铁了心毕其功于一役，不一定谁收割谁了。,0,7,4.5,https://xueqiu.com/3788574616/285147553,,,
2594,比亚迪,2024/4/8 19:26, 长期专业主义,首次见到美债收益率上升而美元下跌，长此以往美元大概不妙吧,4,1,4.5,https://xueqiu.com/7800984026/285145721,,,
2594,比亚迪,2024/4/8 19:19, 老衲在深山,耶伦还真有点像是来“求中国”的。她的访华议题中，要求中国控制电动汽车和太阳能电池板的产能，阻止这些产品的低价出口最为突出。这可是要中国进行非市场化的行政干预，她可不得“求着”中国政府吗？然而中国新能源产品和太阳能电池板在产能扩大的同时，价格不断下降，这是各厂商们“卷”出来的结果。虽然这种“卷”有其负面效果，但这就是市场经济的真谛，其正面效果更多：消费者使用到了更物美价廉的产品，推广新能源的总成本随之降低，这无疑契合人类进步的大方向。美国和欧洲造不出中国的廉价新能源产品，这是他们的局限和问题，他们想用违背世贸规则的关税和非关税壁垒阻挡中国的这些产品在世界销售，恐怕将是徒劳的。因为第一，电车和太阳能电池板的世界需求将越来越强劲。虽然很多国家的电车和充电桩等配套措施远不如中国当下普及，太阳能发电的比例也不高，但是联合国气候行动的总目标摆在那里，碳排放的指标进度也摆在那里，电车虽然仍要烧电，但是发电厂集中解决碳排放的问题要比每辆汽车单独解决的效率高很多倍，发电的清洁性正在快速提升。所以电车化是势在必行的，发达国家尤其很难躲得过。第二，中国生产的电车便宜，质量也好，是市场上挡不住的诱惑。前段时间，美国和主要盟友闹5G设备的“安全问题”，一些欧洲国家的网络运营商要求政府提供不买中国5G设备、转购诺基亚等高价低质设备的价格差，政府不愿意补贴，于是被迫同意运营商购买中国产5G设备。在广大发展中国家，情况更是如此，谁便宜谁质量好就买谁的，中国产5G设备美国根本封堵不住。电车的情况更是如此。除了少数迷恋欧美品牌的人，普通人买代步工具，对中国产物美价廉电车的需求非常旺盛，经销商也愿意做中国电车的生意，美国纵使提高本国的关税，它总挡不住其他国家的购买需求吧。我相信耶伦对这一形势是清楚的，所以她寄希望于中国政府出手“管住”中国企业，让它们在物美价廉这条路上不要太恣意率性了，所以她就得“求”中国嘛。但是由于生产电车和电池板的大多数都是民营企业，它们的行为高度市场化，中国政府恐将爱莫能助。在电车发展的早期，会有一些“混乱的厮杀”，但是产能过剩问题会通过市场化方式得到管理，那些缺乏竞争力的产能将被自然淘汰。当然了，老胡不认为耶伦的“请求”完全不值得理会，给其他国家的厂商留一些发展机会，不要中国一搞了什么，其他国家就“寸草不生”，这符合中国的战略利益。就电车来说，由于它的发展需要充电桩配套设施的普及，触及了基础设施建设的问题，需要有越来越强的趋势来推动。如果中国厂商迅速搞出类似太阳能电池板的集体“垄断”，未必对推动欧洲等上述基础设施的调整建设有利。客观说，中国厂商尚缺少那样的单独引领力，有美国的特斯拉公司“陪跑”，一边与中国厂商竞争，一边联手推动更强大使用电车趋势的形成，对中国电车行业的战略发展将有益无害。请注意，日本是新技术发展非常活跃的国家，但是日本单独搞的技术革命，包括等离子电视、氢能源汽车等等，都未能推向全球。重大原因之一就是，美国没有跟日本的技术，日本单独一家之力引领不了全球的消费方向。耶伦在中国表示，加强沟通是建立健康中美经济关系的关键，我觉得这倒是一句实话。耶伦还反复重申，美国不寻求与中国脱钩。在新能源和许多大宗消费品领域，美国恐怕与中国也脱钩不了，两国注定是较劲并且相互合作的关系。少数美国政治精英希望“断了”中美贸易，那是他们在痴人说梦。,0,0,5,https://xueqiu.com/4755966648/285144869,,,
2594,比亚迪,2024/4/8 19:12, 炒股见人性_慢慢来,今天宁王正常调整，五粮液杀的有点任性，收盘一看，北水淡定的很，持续买买买。而对迪子，北水减了，事实上我也在212减了一手，应该是切入爱美客了。和北水保持一致的思路，让我深感荣幸。160的五粮液，200的宁王，还需要很久吗？,0,0,5,https://xueqiu.com/4093701404/285144119,,,
2594,比亚迪,2024/4/8 19:12, andyding,这两家公司都是《推动大规模设备更新和消费品以旧换新行动方案》最大受益者，今年股价上应该有所体现。,1,0,5.5,https://xueqiu.com/9080548226/285144115,,,
2594,比亚迪,2024/4/8 18:53, andyding,比亚迪 SEAL U DM-i 于 4 月 15 日在土耳其道路上行驶，比亚迪DM-i车型走向世界出口潜力大于纯电车型，即使在欧美一样，尤其纯电全球范围增速下行的当下。 ,19,17,6,https://xueqiu.com/9080548226/285142308,,,
2594,比亚迪,2024/4/8 18:35, andyding,比亚迪知道南美几乎都是足球国家，一定最大化欧洲杯的赞助市场推广活动的效益。,0,1,8,https://xueqiu.com/9080548226/285140384,,,
