Stock Code,Company,Update time,Author,Texts,Read,Comments,情绪得分,URL
002594,比亚迪,2024/4/8 19:11,玩宠财经圈,会影响销量吗？深蓝S7系列纯电版价格调整，5款车型均上涨1万元,347,1,4.5,https://caifuhao.eastmoney.com/news/20240408190131680212610?from=guba&name=5q%2BU5Lqa6L%2Bq5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCwwMDI1OTRfNi5odG1s
002594,比亚迪,2024/4/8 19:09,老胡聊投资,二代刀片电池来了，动力电池或将迎来新机遇,2.1万,13,6.5,https://caifuhao.eastmoney.com/news/20240408124231275646950?from=guba&name=5q%2BU5Lqa6L%2Bq5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCwwMDI1OTRfNi5odG1s
002594,比亚迪,2024/4/8 18:52,国际能源网,3M、西部材料、比亚迪等10大巨头跨界入场电解水制氢！,599,1,7.5,https://caifuhao.eastmoney.com/news/20240408172424116922410
002594,比亚迪,2024/4/8 18:13,比亚迪资讯,资讯比亚迪：接受太平洋资产管理有限责任公司研究部调研,1665,8,5,"https://guba.eastmoney.com/news,002594,1414974437.html"
002594,比亚迪,2024/4/8 18:00,比亚迪股友,问董秘董秘，您好！请问四维图新是否为公司的供应商？要是是的话，四维图新给公司供应什么产,198,0,6.5,"https://guba.eastmoney.com/news,002594,1415355073.html"
002594,比亚迪,2024/4/8 17:59,比亚迪股友,问董秘关于4S店销售培训的建议（2）：因此，建议比亚迪除了对4S店端销售人员进行关于产,143,0,5.5,"https://guba.eastmoney.com/news,002594,1415355004.html"
002594,比亚迪,2024/4/8 17:59,比亚迪股友,问董秘关于4S店销售培训的建议（1）：在各厂商产品力都差不多的情况下，营销水平就成了决,130,0,5.5,"https://guba.eastmoney.com/news,002594,1415354955.html"
002594,比亚迪,2024/4/8 17:58,比亚迪股友,问董秘董秘您好，比亚迪做为全球新能源头部车企，月销量基本稳定在30万辆左右，去年和前年,139,0,5.5,"https://guba.eastmoney.com/news,002594,1415354710.html"
002594,比亚迪,2024/4/8 17:29,盖世汽车,关税大幅上调前，巴西进口中国电动汽车数量激增,291,0,4,https://caifuhao.eastmoney.com/news/20240408172914758618620?from=guba&name=5q%2BU5Lqa6L%2Bq5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCwwMDI1OTRfNi5odG1s
002594,比亚迪,2024/4/8 17:18,LinkMore,比亚迪本周总结及下周展望（2024-04-07）：本周比亚迪上涨5.1元，累计涨,1009,3,5.5,https://caifuhao.eastmoney.com/news/20240408004545129231560?from=guba&name=5q%2BU5Lqa6L%2Bq5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCwwMDI1OTRfNi5odG1s
002594,比亚迪,2024/4/8 16:58,长城汽车资讯,资讯【研报掘金】汽车中期的变革趋势不变 将驱动汽车优质标的中长期成长,1281,0,6,"https://guba.eastmoney.com/news,hk02333,1415341211.html"
002594,比亚迪,2024/4/8 16:43,小散户赚小钱,比亚迪汽车不错,82,3,9.5,"https://guba.eastmoney.com/news,002594,1409004267.html"
002594,比亚迪,2024/4/8 16:42,Hytouzi,500[上涨],88,3,5,"https://guba.eastmoney.com/news,002594,1408506869.html"
002594,比亚迪,2024/4/8 16:36,比亚迪资讯,研报高端+出海+智能，新能源汽车龙头再启航,2904,7,6.5,"https://guba.eastmoney.com/news,002594,1410435386.html"
002594,比亚迪,2024/4/8 16:36,股友0533v597G5,坚定点，去年底就这样涨起来的,185,5,5.5,"https://guba.eastmoney.com/news,002594,1410418916.html"
002594,比亚迪,2024/4/8 16:36,股友1LPmmq,威武，大哥！,70,3,9,"https://guba.eastmoney.com/news,002594,1407585030.html"
002594,比亚迪,2024/4/8 16:36,专注于研究人性,比亚迪董事长王传福说：“未来3～5年合资车的市场份额将从现在的40%跌倒10%以,147,0,5.5,"https://guba.eastmoney.com/news,002594,1415335831.html"
002594,比亚迪,2024/4/8 16:36,股友83385YA870,没事的今天必红,204,9,9.5,"https://guba.eastmoney.com/news,002594,1412597327.html"
002594,比亚迪,2024/4/8 16:35,有梦想飞得更远,明日大阳线收！,141,4,3,"https://guba.eastmoney.com/news,002594,1411786665.html"
002594,比亚迪,2024/4/8 16:35,LeonA,迪王是真稳啊,111,5,4.5,"https://guba.eastmoney.com/news,002594,1410491380.html"
002594,比亚迪,2024/4/8 16:34,有梦想飞得更远,明天大阳天！,216,6,8,"https://guba.eastmoney.com/news,002594,1411377261.html"
002594,比亚迪,2024/4/8 16:34,保国闪电五连鞭,起飞,61,4,5.5,"https://guba.eastmoney.com/news,002594,1406726048.html"
002594,比亚迪,2024/4/8 16:34,caman80,明天到月底都是涨停,156,5,1.5,"https://guba.eastmoney.com/news,002594,1411884763.html"
002594,比亚迪,2024/4/8 16:34,义薄云天6nd9Ma,接下来大盘股起飞,100,5,5,"https://guba.eastmoney.com/news,002594,1410681642.html"
002594,比亚迪,2024/4/8 16:34,股友9k8706N603,今晚业绩公告，明天起飞   今天抢筹,172,5,5.5,"https://guba.eastmoney.com/news,002594,1411472199.html"
002594,比亚迪,2024/4/8 16:33,赛力斯的主力,涨停,116,5,2,"https://guba.eastmoney.com/news,002594,1411856171.html"
002594,比亚迪,2024/4/8 16:33,比亚迪资讯,资讯比亚迪正式进入希腊乘用车市场 加速扩张欧洲绿色版图,961,6,6.5,"https://guba.eastmoney.com/news,002594,1410346269.html"
002594,比亚迪,2024/4/8 16:32,柳暗花明全仓,比亚迪布局确实牛掰，全世界越来越相信中国制造了,425,29,6.5,"https://guba.eastmoney.com/news,002594,1386857868.html"
002594,比亚迪,2024/4/8 16:32,Hytouzi,估值500,136,6,5,"https://guba.eastmoney.com/news,002594,1411716905.html"
002594,比亚迪,2024/4/8 16:32,新能源车etf反转,比亚迪今天肯定会红,120,5,7.5,"https://guba.eastmoney.com/news,002594,1412535986.html"
002594,比亚迪,2024/4/8 16:31,赵振洋,比亚迪的市值应该去到两万亿。,334,10,5,"https://guba.eastmoney.com/news,002594,1402347786.html"
002594,比亚迪,2024/4/8 16:31,股友l67H815693,加油，第一次,93,5,9.5,"https://guba.eastmoney.com/news,002594,1406823505.html"
002594,比亚迪,2024/4/8 16:31,宽容得白羊座,王传福更懂得生活的艺术,121,5,9.5,"https://guba.eastmoney.com/news,002594,1406325443.html"
002594,比亚迪,2024/4/8 16:31,股友RlmBmt,走趋势,116,5,5,"https://guba.eastmoney.com/news,002594,1411994763.html"
002594,比亚迪,2024/4/8 16:30,湖北宋宇飞,放量上涨,77,5,5.5,"https://guba.eastmoney.com/news,002594,1406334229.html"
002594,比亚迪,2024/4/8 16:30,沉着的祝亚特1,比亚迪还能涨多少,184,7,5.5,"https://guba.eastmoney.com/news,002594,1409833670.html"
002594,比亚迪,2024/4/8 16:30,股友282a8q8507,来个涨停,70,5,3.5,"https://guba.eastmoney.com/news,002594,1402080168.html"
002594,比亚迪,2024/4/8 16:30,股友HCWwtP7915,期待迪王早日一统江湖,237,5,8,https://caifuhao.eastmoney.com/news/20240320111650925112610?from=guba&name=5q%2BU5Lqa6L%2Bq5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCwwMDI1OTRfNi5odG1s
002594,比亚迪,2024/4/8 16:30,股友3608Z31y96,国家支持新能源的发展！大利好！,319,5,8,"https://guba.eastmoney.com/news,002594,1403690716.html"
002594,比亚迪,2024/4/8 16:30,股友695L9P0881,大家认为比亚迪能涨到多少呢？,590,5,5,"https://guba.eastmoney.com/news,002594,1409828017.html"
002594,比亚迪,2024/4/8 16:30,浙JS爱,牛起来,112,5,6,"https://guba.eastmoney.com/news,002594,1408898536.html"
002594,比亚迪,2024/4/8 16:29,富可万贯de叶孤城,分红不如分股票,171,6,1,"https://guba.eastmoney.com/news,002594,1411945356.html"
002594,比亚迪,2024/4/8 16:29,宽广的浩瀚,万亿才是你的归宿[大笑],256,4,5.5,"https://guba.eastmoney.com/news,002594,1406411233.html"
002594,比亚迪,2024/4/8 16:28,温暖的白桦,见好就收,90,4,1.5,"https://guba.eastmoney.com/news,002594,1402053584.html"
002594,比亚迪,2024/4/8 16:27,重新开始0901,最近那么强，果然牛。,92,5,9.5,"https://guba.eastmoney.com/news,002594,1402029242.html"
002594,比亚迪,2024/4/8 16:27,涨的机理,笛子真牛逼,92,4,4,"https://guba.eastmoney.com/news,002594,1406876243.html"
002594,比亚迪,2024/4/8 16:27,小散户赚小钱,比亚迪新能源车不错,105,5,9.5,"https://guba.eastmoney.com/news,002594,1407929780.html"
002594,比亚迪,2024/4/8 16:26,骑着小熊去追牛,[想一下]想入手。,1.5万,6,6.5,"https://guba.eastmoney.com/news,002594,1400499828.html"
002594,比亚迪,2024/4/8 16:26,股友303r0K8705,马上要涨了,406,38,6.5,"https://guba.eastmoney.com/news,002594,1394293313.html"
002594,比亚迪,2024/4/8 16:26,没有大牛市,在宋唐汉未起量的比亚迪，49395，预计本周总量6万。,380,9,5,"https://guba.eastmoney.com/news,002594,1406973561.html"
002594,比亚迪,2024/4/8 16:26,账户已注销,很好,121,5,9.5,"https://guba.eastmoney.com/news,002594,1398232439.html"
002594,比亚迪,2024/4/8 16:25,啥时候可以建仓,起飞！！！,73,5,7.5,"https://guba.eastmoney.com/news,002594,1400482892.html"
002594,比亚迪,2024/4/8 16:25,Hytouzi,[加仓][加仓][加仓][买入][买入][买入][上涨][上涨]500,584,30,5,"https://guba.eastmoney.com/news,002594,1397259976.html"
002594,比亚迪,2024/4/8 16:25,雷伊达利奥,业绩这么好，可以抄底，稳赚啊,748,40,9.5,"https://guba.eastmoney.com/news,002594,1396045668.html"
002594,比亚迪,2024/4/8 16:25,股友779p5915X0,牛逼,71,4,6.5,"https://guba.eastmoney.com/news,002594,1407579991.html"
002594,比亚迪,2024/4/8 16:25,股友7na9772699,比亚迪要开始上涨通道了,99,5,4,"https://guba.eastmoney.com/news,002594,1401910086.html"
002594,比亚迪,2024/4/8 16:24,渣女你好,加油吧，骚年,85,5,9,"https://guba.eastmoney.com/news,002594,1402159359.html"
002594,比亚迪,2024/4/8 16:23,如风浪子,坚定信念，每天操作一小步，小仓位随行就市,967,38,9.5,"https://guba.eastmoney.com/news,002594,1393897232.html"
002594,比亚迪,2024/4/8 16:23,基民NFAoe6,买！,278,24,7,"https://guba.eastmoney.com/news,002594,1393214381.html"
002594,比亚迪,2024/4/8 16:23,科创板米粉卡,积极买入,389,41,7,"https://guba.eastmoney.com/news,002594,1392455724.html"
002594,比亚迪,2024/4/8 16:22,财源民丰的李寻欢,牛市来了,349,31,7,"https://guba.eastmoney.com/news,002594,1388038840.html"
002594,比亚迪,2024/4/8 16:22,股友9269Q986k5,漂亮哈哈哈哈,131,5,9.5,"https://guba.eastmoney.com/news,002594,1403774219.html"
002594,比亚迪,2024/4/8 16:22,南山王老五,今天该补涨了,118,7,5,"https://guba.eastmoney.com/news,002594,1401156851.html"
002594,比亚迪,2024/4/8 16:22,比亚迪__非迪,世界第一车企的路上越行越远。,152,6,6,"https://guba.eastmoney.com/news,002594,1406607154.html"
002594,比亚迪,2024/4/8 16:22,一匹股市黑马,比亚迪研报投资指引参考意见,617,28,5.5,"https://guba.eastmoney.com/news,002594,1392743109.html"
002594,比亚迪,2024/4/8 16:22,股友tWLq6P,利好兑现,119,6,9.5,"https://guba.eastmoney.com/news,002594,1411914387.html"
002594,比亚迪,2024/4/8 16:21,股友0G00K27385,这就是第一车企[鼓掌][鼓掌][鼓掌],129,4,5,"https://guba.eastmoney.com/news,002594,1412601478.html"
002594,比亚迪,2024/4/8 16:21,得到你0000,继续加仓比亚迪世界第一汽车品牌称霸全球！,2705,28,9,"https://guba.eastmoney.com/news,002594,1396076358.html"
002594,比亚迪,2024/4/8 16:21,涨福猫,完成任务，,317,35,5,"https://guba.eastmoney.com/news,002594,1387142605.html"
002594,比亚迪,2024/4/8 16:20,吱吱莓莓脆波波,继续稳住,179,5,8,"https://guba.eastmoney.com/news,002594,1400666579.html"
002594,比亚迪,2024/4/8 16:20,小小投资喵,仰望U8销量攀升,904,37,7,"https://guba.eastmoney.com/news,002594,1390613235.html"
002594,比亚迪,2024/4/8 16:20,三万二,牛一飞冲天,348,32,5,"https://guba.eastmoney.com/news,002594,1391787623.html"
002594,比亚迪,2024/4/8 16:20,股友1295uz42587,明天能看涨不,473,27,5,"https://guba.eastmoney.com/news,002594,1386963632.html"
002594,比亚迪,2024/4/8 16:20,HXDG526,够牛逼,928,54,6.5,"https://guba.eastmoney.com/news,002594,1384523772.html"
002594,比亚迪,2024/4/8 16:20,股小卒子,明天咋样,393,39,6,"https://guba.eastmoney.com/news,002594,1390354702.html"
002594,比亚迪,2024/4/8 16:20,追高必斯,基本没受影响，涨的还可以,237,6,7.5,"https://guba.eastmoney.com/news,002594,1406519911.html"
002594,比亚迪,2024/4/8 16:19,西门冠希418,今天有没有五个点,69,4,4.5,"https://guba.eastmoney.com/news,002594,1402028833.html"
002594,比亚迪,2024/4/8 16:19,黄金回到2000,今天大概率上涨5个点,677,60,6.5,"https://guba.eastmoney.com/news,002594,1384110240.html"
002594,比亚迪,2024/4/8 16:19,股友7376A7E090,价值投资，哈哈！,2652,27,9.5,"https://guba.eastmoney.com/news,002594,1387016794.html"
002594,比亚迪,2024/4/8 16:19,异形66,上新闻联播了加油,590,23,9,"https://guba.eastmoney.com/news,002594,1390371125.html"
002594,比亚迪,2024/4/8 16:19,股友YxTlhL,比亚迪第四波马上启动了，建仓,477,30,7.5,"https://guba.eastmoney.com/news,002594,1389289584.html"
002594,比亚迪,2024/4/8 16:19,股友zM6cd1,中国的比亚迪，世界的比亚迪！,336,36,8.5,"https://guba.eastmoney.com/news,002594,1391250945.html"
002594,比亚迪,2024/4/8 16:18,斯哈达瓦勒斯,触底反弹，补仓[怒][怒][怒],514,38,1.5,"https://guba.eastmoney.com/news,002594,1390221462.html"
002594,比亚迪,2024/4/8 16:18,sdsy_思道书赢,比亚迪10万亿市值不是梦！,618,29,5,"https://guba.eastmoney.com/news,002594,1386835409.html"
002594,比亚迪,2024/4/8 16:18,股友90cV898692,比亚迪还是很完美的,554,48,9.5,"https://guba.eastmoney.com/news,002594,1384331033.html"
002594,比亚迪,2024/4/8 16:18,预言者111,耐心等待~,481,61,8.5,"https://guba.eastmoney.com/news,002594,1384401128.html"
002594,比亚迪,2024/4/8 16:17,股友0G00K27385,比亚迪反弹结束,484,54,2.5,"https://guba.eastmoney.com/news,002594,1384244977.html"
002594,比亚迪,2024/4/8 15:57,比亚迪资讯,资讯指数贡献榜：比亚迪贡献5.51点,1379,2,6,"https://guba.eastmoney.com/news,002594,1415317557.html"
002594,比亚迪,2024/4/8 15:49,比亚迪资讯,资讯遭LG新能源反超，比亚迪跌至全球第三｜动力电池月度排名⑥,5716,9,4,"https://guba.eastmoney.com/news,002594,1415243507.html"
002594,比亚迪,2024/4/8 15:16,中工汽车,商务部会议召开，吉利、上汽、比亚迪现身……,836,1,5.5,https://caifuhao.eastmoney.com/news/20240408142029555030260?from=guba&name=5q%2BU5Lqa6L%2Bq5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCwwMDI1OTRfNy5odG1s
002594,比亚迪,2024/4/8 15:13,股友33Q660517V,傻韭菜冲进来数量差不多了，静静地看着一分钱一分钱地跌回到开盘价,234,1,1.5,"https://guba.eastmoney.com/news,002594,1415243058.html"
002594,比亚迪,2024/4/8 15:06,天弘基金,比亚迪开年降价的秘密：上半年去库存，下半年推更智能车型,604,3,8.5,https://caifuhao.eastmoney.com/news/20240408131611887930620?from=guba&name=5q%2BU5Lqa6L%2Bq5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCwwMDI1OTRfNy5odG1s
002594,比亚迪,2024/4/8 15:06,超级成长为皇,不搞三元就是诺基亚,287,0,5,"https://guba.eastmoney.com/news,002594,1415308597.html"
002594,比亚迪,2024/4/8 14:32,紫金财经,2024年，新能源汽车演化的三大趋势,226,0,5,https://caifuhao.eastmoney.com/news/20240408143237241814880?from=guba&name=5q%2BU5Lqa6L%2Bq5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCwwMDI1OTRfNy5odG1s
002594,比亚迪,2024/4/8 14:31,有情人不成眷属,今天目的3个点,51,0,5,"https://guba.eastmoney.com/news,002594,1415278055.html"
002594,比亚迪,2024/4/8 14:20,会飞的西瓜糖,217买的什么时候回本，或者大涨,192,0,5,"https://guba.eastmoney.com/news,002594,1415269123.html"
002594,比亚迪,2024/4/8 14:09,骑扬善贾得雅典娜,A50明显跑赢沪深300啊，价值投资果然还是王道，买点凑个热闹吧,88,0,8,"https://guba.eastmoney.com/news,002594,1415259677.html"
002594,比亚迪,2024/4/8 13:49,比亚迪资讯,资讯AI公司调研｜比亚迪储能2023年位居中国工商业储能系统企业出货量榜首,654,0,6,"https://guba.eastmoney.com/news,002594,1415242709.html"
002594,比亚迪,2024/4/8 13:40,猫头鹰车志,【比亚迪宋Pro DM-i荣耀版3月累计售出30309辆】,190,0,5,https://caifuhao.eastmoney.com/news/20240408134006432515620?from=guba&name=5q%2BU5Lqa6L%2Bq5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCwwMDI1OTRfNy5odG1s
002594,比亚迪,2024/4/8 13:39,大东时代工业数智,TD：3月比亚迪销量 高压快充乘用车上险量累计3.5万辆,193,0,5,https://caifuhao.eastmoney.com/news/20240408133927577529230?from=guba&name=5q%2BU5Lqa6L%2Bq5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCwwMDI1OTRfNy5odG1s
002594,比亚迪,2024/4/8 13:39,善弈者通盘无妙手,大利好大利好，赶紧买[梭哈][呲牙],73,0,5.5,"https://guba.eastmoney.com/news,002594,1415234329.html"
002594,比亚迪,2024/4/8 13:35,啥时候可以建仓,强的可以哦，等等大盘翻红能涨6%不,54,0,8,"https://guba.eastmoney.com/news,002594,1415230389.html"
002594,比亚迪,2024/4/8 13:30,有条理的小伙伴,一没注意就感受惊喜了，分红福利那么好，还每个季度都有，工银这操作真给力,131,0,9.5,"https://guba.eastmoney.com/news,sh561230,1415225335.html"
002594,比亚迪,2024/4/8 13:23,炖青鱼,207等你,40,0,5.5,"https://guba.eastmoney.com/news,002594,1415219844.html"
002594,比亚迪,2024/4/8 13:21,狐弧斛笏鹕醐鹄和,比亚迪跌破195块，形态崩坏。,97,0,3,"https://guba.eastmoney.com/news,002594,1415217748.html"
002594,比亚迪,2024/4/8 13:12,第一财经视频,华为将于4月11日举办鸿蒙春季发布会市场聚焦车和PC新品,1348,0,5.5,https://caifuhao.eastmoney.com/news/20240408125650623925890
002594,比亚迪,2024/4/8 13:04,宏图善贾de尔康,开盘209就卖了，去重仓白酒，我TM。。。。。倒亏五个点了,157,5,5,"https://guba.eastmoney.com/news,002594,1415163328.html"
002594,比亚迪,2024/4/8 13:03,未曾遇见就已远离,有季度分红还怕啥呢，现在就跟走就好，工银这政策福利是真的可以,128,0,7,"https://guba.eastmoney.com/news,sh561230,1415185650.html"
002594,比亚迪,2024/4/8 12:59,股友6998qR0020,说外围形势的影响，大盘也很难形成突破毕竟现在大家都在突突突。不过，对于中证A50,135,0,5,"https://guba.eastmoney.com/news,sh561230,1415199301.html"
002594,比亚迪,2024/4/8 12:57,牛股天下无敌,比亚迪：没有华为我也能“遥遥领先”1-17,3380,122,5,https://caifuhao.eastmoney.com/news/20240117212311735337540?from=guba&name=5q%2BU5Lqa6L%2Bq5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCwwMDI1OTRfNy5odG1s
002594,比亚迪,2024/4/8 12:38,富贵大展得露娜,"弹性体业务报告期内，公司弹性体业务板块实现营业收入63,296.00万元，同比增",191,1,5.5,https://caifuhao.eastmoney.com/news/20240408112211328826640?from=guba&name=5q%2BU5Lqa6L%2Bq5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCwwMDI1OTRfNy5odG1s
002594,比亚迪,2024/4/8 12:28,比亚迪资讯,公告比亚迪:关于召开2023年年度报告网上说明会并征集问题的公告,1004,2,5,"https://guba.eastmoney.com/news,002594,1414953383.html"
002594,比亚迪,2024/4/8 12:11,比亚迪资讯,资讯比亚迪宣布将加大两轮车研发投入 6月试点“能上楼的安全电池”,5.2万,134,5.5,"https://guba.eastmoney.com/news,002594,1414914644.html"
002594,比亚迪,2024/4/8 12:04,机车动力,购车零首付时代开启。自用汽车贷款比例最高100%[666],1207,8,6,"https://guba.eastmoney.com/news,000625,1414908865.html"
002594,比亚迪,2024/4/8 11:52,龙亚亚,能走就快走后半程绝对拼的不是整车制造..只会是软件应用...看特斯拉的自动架势进,573,17,3.5,"https://guba.eastmoney.com/news,002594,1415076192.html"
002594,比亚迪,2024/4/8 11:42,蛮牛SSS,国机汽车新能源汽车母鸡厂,1300,4,7,https://caifuhao.eastmoney.com/news/20230817171220315422580?from=guba&name=5q%2BU5Lqa6L%2Bq5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCwwMDI1OTRfNy5odG1s
002594,比亚迪,2024/4/8 11:39,高抛低吸的10手哥,车是真便宜，修车是真贵，同时保费新政，导致10万的车，保费7000.玩的溜。,293,2,6,"https://guba.eastmoney.com/news,002594,1414947778.html"
002594,比亚迪,2024/4/8 11:37,揭露黑嘴123,208抄了一把，短线做差价。,47,0,5,"https://guba.eastmoney.com/news,002594,1415179153.html"
002594,比亚迪,2024/4/8 11:33,股友XURlLW,207卖了,125,3,5,"https://guba.eastmoney.com/news,002594,1415129336.html"
002594,比亚迪,2024/4/8 11:32,股友L163732,很多时候，束缚住你的并不是能力,1075,14,3,"https://guba.eastmoney.com/news,002594,1413807386.html"
002594,比亚迪,2024/4/8 11:31,啥时候可以建仓,不受大盘影响的上涨要来了，后悔没上车啊,139,0,6,"https://guba.eastmoney.com/news,002594,1415176611.html"
002594,比亚迪,2024/4/8 11:28,智电车讯,比亚迪：“荣耀”出击电比油低，月销30万+可能是“常态”,241,5,5,https://caifuhao.eastmoney.com/news/20240407095112721130290?from=guba&name=5q%2BU5Lqa6L%2Bq5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCwwMDI1OTRfNy5odG1s
002594,比亚迪,2024/4/8 11:24,比亚迪资讯,资讯比亚迪（002594.SZ）：关于持股5%以上股东部分股份解除质押的公告,1576,14,5.5,"https://guba.eastmoney.com/news,002594,1414959264.html"
002594,比亚迪,2024/4/8 11:21,财联社,华为申请注册花瓣出行商标,540,0,5,https://caifuhao.eastmoney.com/news/20240408105849966302800
002594,比亚迪,2024/4/8 11:20,第1线摄像机,王文涛部长主持召开在欧中资电动汽车企业圆桌会,526,0,6,https://caifuhao.eastmoney.com/news/20240408103127655859160
002594,比亚迪,2024/4/8 11:20,比亚迪资讯,资讯比亚迪：接受富国基金调研,1244,2,5,"https://guba.eastmoney.com/news,002594,1414974438.html"
002594,比亚迪,2024/4/8 11:18,布达拉宫,散户始终都是待宰的小羔羊啊,72,0,5,"https://guba.eastmoney.com/news,002594,1415166133.html"
002594,比亚迪,2024/4/8 11:11,国轩的风,带带国轩高科,45,0,6.5,"https://guba.eastmoney.com/news,002594,1415159391.html"
002594,比亚迪,2024/4/8 11:07,Wonder1861,老N7问题总结影响安全的有：1.假四驱2.双目起雾3.后尾灯起雾4.后视镜看不成,343,5,3.5,https://caifuhao.eastmoney.com/news/20240407070010140117120?from=guba&name=5q%2BU5Lqa6L%2Bq5ZCn&gubaurl=aHR0cHM6Ly9ndWJhLmVhc3Rtb25leS5jb20vbGlzdCwwMDI1OTRfNy5odG1s
002594,比亚迪,2024/4/8 11:01,西风骏,以前天天在本吧看见巴菲特如何如何，现在怎么没人提了[滴汗],115,0,3.5,"https://guba.eastmoney.com/news,002594,1415149995.html"
002594,比亚迪,2024/4/8 10:56,春暖花开兔摇号,2023年比亚迪利润比2021年多10倍 股价应该比2021多几倍？3-27,2511,61,6,"https://guba.eastmoney.com/news,002594,1411912928.html"
