Stock Code,Company,Update time,Author,Texts,Likes,Comments,情绪得分,URL
300750,宁德时代,2024/4/8 19:03, 风往北飞,每日数据更新2024年4月8日沪股通、深股通、沪港通（沪）、沪港通（深）每日数据、资金交易量前十排名==========每天一句投资经典语录==========公司管理层在思索会计原则时，一定要谨记林肯总统最喜欢的迷语之一：“如果一只狗连尾巴也算在内的话，总共有几条腿？”答案是：“四条腿，因为不论你是不是把尾巴当作一条腿，尾巴永远都是尾巴。——巴菲特=====================================分享，在看，点赞是最好的支持贵州茅台 赛力斯 宁德时代 比亚迪 紫金矿业 中国石油 五粮液 汇川技术 海尔智家 伊利股份 美的集团 立讯精密 长江电力 万华化学 中际旭创 软通动力 工业富联 洛阳钼业 泸州老窖 长安汽车腾讯控股 华能国际电力股份 中国海洋石油 招金矿业 中国海洋石油 理想汽车-W 腾讯控股 中国宏桥 小米集团-W 东方甄选 小米集团-W 美团-W 中国移动 中海油田服务 中国移动 华能国际电力股份 美团-W 招金矿业 中芯国际 药明生物,31,84,6.5,https://xueqiu.com/7305407483/285143267
300750,宁德时代,2024/4/8 18:33, 深山峰子,可惜啊 开盘一度+1%收盘-1.5%差了2.5%,0,0,1,https://xueqiu.com/9895058372/285140214
300750,宁德时代,2024/4/8 18:21, 萝卜投研,"本文首发于萝卜投研萝卜投研是一个面向个人投资者的智能投资助手，拥有海量行业数据库，监控全网研报信息，缩短信息处理成本，让你投资决策快人一步！线索章节看：今日北上资金净卖出30.45亿沪股通十大成交活跃股深股通十大成交活跃股线索详情大家都在看：数据来自: Datayes!02 沪股通十大成交活跃股今日贵州茅台、紫金矿业等个股上榜沪股通十大成交活跃股, 其中海尔智家今日被北上资金净买入2.77亿沪股通十大成交活跃股数据来自: Datayes!#03 深股通十大成交活跃股今日宁德时代、五粮液等个股上榜深股通十大成交活跃股, 其中汇川技术被北上资金净买入3.07亿。深股通十大成交活跃股数据来自: Datayes!",0,2,6,https://xueqiu.com/4309412488/285138929
300750,宁德时代,2024/4/8 18:08, 波锋bf,腾得看好有色我：有色打死都不去给他接盘！,0,0,1,https://xueqiu.com/6160672966/285137479
300750,宁德时代,2024/4/8 17:50, 预审IPO,瑞财经 赵盼盼 据天眼查，深圳市时代新能源供应链有限公司于4月7日成立，注册资本2000万人民币，法定代表人为苏社伟，经营范围含供应链管理服务；电池制造；光伏设备及元器件销售；汽车零配件批发；智能输配电及控制设备销售等。股权信息显示，该公司由宁德时代新能源科技股份有限公司全资持股。 据悉，宁德时代是全球领先的动力电池和储能电池企业，主要从事动力电池及储能电池的研发、生产及销售，以推动固定式化石能源替代、移动式化石能源替代，并以电动化+智能化为核心，推动市场应用的集成创新。公司在电池材料、电池系统、电池回收等产业链领域拥有核心技术优势及前瞻性研发布局。根据SNE Research统计，2023年宁德时代全球动力电池使用量市占率为36.8%，较上年提升0.6个百分点，连续7年排名全球第一；2023年公司全球储能电池出货量市占率为 40%，连续3年排名全球第一。相关公司：宁德时代sz300750,1,0,5.5,https://xueqiu.com/1317918271/285135000
300750,宁德时代,2024/4/8 17:34, 沧海绝尘,4月10日-13日，第12届储能国际峰会暨展览会（ESIE 2024）将在北京首钢会展中心盛大开幕。亿纬锂能将携Mr旗舰系列及电力储能、工商业储能、通信储能、户用储能、BMS、动力电池、消费电池等大储能系列展品亮相展会。同期，亿纬锂能将重磅发布同期，发布储能新品。,6,2,6,https://xueqiu.com/1334287437/285133178
300750,宁德时代,2024/4/8 17:07, 海融网,4月8日，韩国研究机构SNE Research发布最新数据，2024年1月至2月全球登记的电动汽车（EV、PHEV、HEV）电池总使用量约为92.4GWh，较去年同期增长27.0%。从1-2月全球动力电池装车量TOP10来看，虽然十家企业未有变化，但排名略有调整。网页链接,15,2,5,https://xueqiu.com/8042446456/285129516
300750,宁德时代,2024/4/8 17:03, 华阳_huayang0808,：氢能投资进入冷静期，真正的产业机会在哪里？网页链接,0,0,4.5,https://xueqiu.com/3718972938/285128997
300750,宁德时代,2024/4/8 16:52, 靠谱纪要库,1. 特斯拉Robotaxi和FSD发展情况特斯拉计划在8月8日推出Robotaxi，这是一款备受关注的小车。特斯拉从3月26日开始向北美约250万用户提供为期一个月的免费FSD体验。FSD的价格为1.5万美金，月租金为199美金。到4月6日，FSD的行驶里程已达到10亿英里，使用率从去年Q1的3%增长到年底的17%。FSD的V12版本相较于V11有了显著升级，从BEV transformer转移到端到端，并且V12.3用户不再使用贝塔版，表明FSD已逐步进入商业化阶段。2. 特斯拉产业链及市场预期特斯拉公布的QE销量显示，交付量下滑了10%，市场之前预计今年销量同比微增。特斯拉的新车型Robotaxi的明确时间表可能会对产业链和今年的量纲指引产生积极影响。市场对特斯拉25年级及之后的车型有更乐观的预期。3. 智能驾驶行业分析智能驾驶行业正处于成长期，特斯拉的FSD和新车型的推出对行业有积极影响。国内智能驾驶行业发展迅速，建议投资者重点关注。4. 汽车和零部件行业周期性分析以旧换新政策预期近期落地，对汽车和零部件行业有积极影响。一季报窗口期，汽车和零部件行业的预期相对乐观。北京车展将带来新车型上市，供给端将发生变化。5. 投资建议建议关注特斯拉产业链，重点标的包括拓普集团和新泉股份。智能驾驶板块值得关注，推荐伯特利、德赛西威和金维和润。建议关注华为和小米产业链，以及汽车行业的相关投资机会。6. 锂电池行业分析锂电池行业调整较长时间，但供需关系动态平衡，头部企业盈利能力可观。需求端关注出海情况，美国市场对行业影响较大。（更多纪要搜靠谱纪要库）推荐关注宁德时代、湖南裕能、科达利和天赐材料。7. 通信行业分析Robotaxi和自动驾驶的发展将推动相关产业链，如数据和算力方向的发展。推荐关注一联网络、海风海缆等公司，预计在四月份会有良好的表现。 8. 电子行业分析FSD的更新和Robotaxi的推出将推动自动驾驶技术的发展。推荐关注电联技术、永新光学和原创电子等公司，预计在智能驾驶领域有良好的发展前景。Q&AQ：关于锂电池行业产能和供需状况是怎样的？A：行业的龙头企业在扩产问题上非常谨慎，目前产能大约为600G瓦时。锂电池行业成本梯度较大，头部企业与后续企业之间的领先优势明显，因此头部企业盈利能力非常可观，而后续企业盈利能力相对较弱。在电池以外的环节，如正负极隔膜、电解液、铜箔等，存在一定程度的供大于求，但马太效应明显。今年部分环节已经出现供给侧出清现象，需求增长使得供需达到动态平衡，供给影响不大。Q：美国市场对于中国电动车产业的影响如何？A：美国市场虽然在全球电动车占比不大，但对行业影响较大，主要与美国的IRA法案有关。该法案要求一定本土化率，从2023年开始，电池部件和材料必须有50%以上在北美制造或组装才能获得补贴。中国产能出海到欧洲的速度较快，而在美国市场受到一些影响和障碍。目前，中国企业采用技术授权或直接建厂的方式进入美国市场，两种方式的可行性都较高。Q：对于宁德时代、湖南裕能、科达利和天赐材料的投资推荐理由是什么？A：宁德时代作为行业龙头，技术、成本和产品领先优势明显，预计今年盈利可达500亿，二季度盈利能力值得关注。湖南裕能作为成长股，今年出货量预计70万吨，吨进率有望上升。科达利在行业内地位毋庸置疑，盈利水平稳定在9%左右，估值约20倍。天赐材料作为周期股，今年产量确定，成本优势明显，盈利可能在13-14亿左右，目前估值处于底部，值得关注。综合来看，推荐关注这四家企业。Q：Robotaxi对电动车行业的影响有哪些？A：Robotaxi将加速电动化进程，同时也将加速人形机器人等技术的落地。Q：特斯拉的FSD技术与其他自动驾驶车队有什么不同？A：特斯拉的FSD技术最大的不同在于其庞大的数据积累量，FSD是一个端到端的数据驱动技术。马斯克最近披露，FSD的里程数已经超过了10亿英里，预计要达到60亿英里的数据积累量才能满足全球各地实现完全自动驾驶的要求。2. 去掉客套、感谢、会议播报等和投资无关的内容，仅输出对投资有帮助的内容。Q：特斯拉的Robotaxi业务对数据和算力的影响是什么？A：随着特斯拉Robotaxi业务的推进，其里程数据可能会持续上升，从10亿英里向100亿英里发展。这将使数据和算力成为最受益的两个方向。特别是拥有路测数据和合成数据训练的公司，如思维图形，将受益匪浅。此外，特斯拉作为英伟达等超算AI芯片和服务器的大客户，随着数据训练量的增加，对算力的需求也将大幅增长，可能达到互联网大厂的级别。3. 总结主题相似的表述，并将相关回答合并为一段文字。Q：特斯拉Robotaxi的商业模式和监管政策的影响是什么？A：特斯拉Robotaxi采用C2C模式，车主可以在不用车时，将车辆用于盈利并从中提取佣金。这种模式可以实现车辆的自产自销和自采集数据闭环，提高用户粘性和盈利能力。技术上的挑战主要是避免10%到20%的长尾问题，需要大量数据支持。监管政策方面，美国硅谷和旧金山地区已经放开了无人驾驶的限制，国内政策也较为激进，预计今年可能会有突破，使得L3级以上的自动驾驶更接近德国的高速公路自动驾驶政策。4. 保留原文中提到的关键数据、业务经营情况、未来规划等对投资决策有用的相关表述。Q：特斯拉FSD技术的未来发展预期是什么？A：特斯拉的FSD技术预期将继续积累数据，目标是达到60亿英里的里程数据，以实现全球范围内的完全自动驾驶。随着Robotaxi业务的推进，数据和算力需求将持续增长，预计将带来整个自动驾驶产业链从0到1的拐点。Q：特斯拉FSD的付费批量化发布对公司有什么影响？A：特斯拉FSD的付费批量化发布本身并不是新事物，但标志着一个新的开始。马斯克并不关心车辆销量的小幅增减，他更关注卫星项目和火星探索。过去十年，特斯拉主要解决了新能源车成本大幅下降的问题，未来十年，特斯拉将专注于软件协议的授权开源。2. 去掉与投资无关的内容，仅输出对投资有帮助的内容。Q：特斯拉FSD的发展对国内产业链有何影响？A：特斯拉FSD的发展对国内产业链是利好消息。它为国内车企提供了学习的方向，有助于提升国内自动驾驶技术。特别是华为产业链的相关配套公司，将从特斯拉的技术发展中受益。3. 总结主题相似的表述，合并相关回答。Q：投资者应如何看待四月份的投资机会？A：四月份是业绩期，投资者应关注那些业绩出现拐点且估值合理的公司。特别推荐一联网络，该公司一季度业绩大幅反转，受益于海外大型互联网和科技公司的大规模采购。4. 保留原文中的关键数据、业务经营情况、未来规划等对投资决策有用的相关表述。Q：一联网络的业绩反转意味着什么？A：一联网络的业绩反转意味着公司经过三年的调整期后，迎来了最大的业绩改善。这主要得益于微软等海外大型互联网和科技公司对其配套设备（如视频会议设备、耳机话机等）的大规模采购，以及高端话机迭代速度的加快。Q：关于公司的估值、业绩预期和未来发展方向的看法。A：公司目前处于供不应求的状态，70%的收入来自欧美。过去三年，由于去库存的影响，海外IP开支需求一直保持良好。公司年报预告中提到的库存水平非常低，一季度出现了大规模补库。目前估值为13倍，未来两年高管30%的收入考核，业绩预期至少有40-50%的增长可能性。建议关注一帘、刻画数据亨通和中天等公司。同时，智能驾驶领域也值得关注，特斯拉的FSD技术不断突破，国内如华为、北汽、江淮等合作车型也将发布。建议关注高速连接器龙头电联技术，激光雷达相关企业永新光学和原创电子等。- “供不应求的状态”- “70%的收入来自欧美”- “13倍的估值”- “至少涨了百分之四五十的可能性非常大”- “30%以上的复合增速”- “未来国家比较关注的方向”- “FSD技术不断突破”- “20万左右的一个低价车型去渗透”- “高速连接器龙头电联技术”- “激光雷达相关企业永新光学和原创电子” ,0,0,6,https://xueqiu.com/6786018030/285127353
300750,宁德时代,2024/4/8 16:41, 电池网,4月8日，韩国研究机构SNE Research发布最新数据，2024年1月至2月全球登记的电动汽车（EV、PHEV、HEV）电池总使用量约为92.4GWh，较去年同期增长27.0%。从1-2月全球动力电池装车量TOP10来看，虽然十家企业未有变化，但排名略有调整。网页链接,0,0,5,https://xueqiu.com/8060576013/285125894
300750,宁德时代,2024/4/8 16:30, 股市征服者,大家好，我是老曾，一个从高校退休的老股民，希望和大家一起翱翔在股市的天空。今日观察西部矿业（601168）TCL科技（000100）当升科技（300073）大盘板块分析今天的市场低开低走，全天震荡下行，表现比较强势的周末消息面刺激的黄金，今天再次高潮，但是如果在清明之前没有埋伏的话，在上午冲高下午很容易就回落。前排龙头继续加速走强，后排明天周二大概率是会迎来分化，所以现在的市场不适合追高。    板块方面现在就是大风车行情，当天已经起来的板块不适合追，上周固态电池表现强势，今天也是强势，能走出持续性的还是黄金概念，有基本面作支撑，现在的大风车行情对我们的盘感要求也在增加，盘感不好还是多看少动。今日观察西部矿业（601168）：公司是金属铜叠加黄金概念股，今天冲高回落，上方也是有较大的抛压，短期来看，要继续调整回踩下方五日均线之后才有望继续拉升，这样的个股有先手的可以考虑做t，有色近期在持续的走强，如果在清明之前有埋伏的现在这个位置可以更主动格局一点，短线我们需要及时的做好去弱留强，老曾手中的中润明显要比西部矿业强，西部矿业先取消自选。TCL科技（000100）：最近三个交易日都是在小幅的震荡，但是股价始终都是在五日均线上方，短期来看，只要不破下方五日均线那么后面依然还是有望继续冲高走强，这个位置的K线组合是起涨横调的形态，通过这几天的洗盘之后后面依然还是有望继续拉升走强。当升科技（300073）：公司是固态电池钠离子概念股，今天早盘高开之后有滞涨的迹象，这个位置的急涨缓跌有出货的可能，上周三冲高回落留下了长长的上影线，这个位置上方的抛压还是比较大的，要继续洗盘之后才有望拉升，今天的市场氛围不对，不太适合建仓。目前持仓长安汽车：新能源汽车整车概念股，今天早盘小幅高开之后市场中也是有较好的承接，在早评中也是说了，长安和宁德这两个票适合做一个中线的埋伏，老曾持有的时间也是比较长了，近期短线大风车行情，板块轮动太快，很多朋友反应短线频繁的调仓换股不如踏踏实实的拿一个好票做中长线的收益高，长安汽车下方五日线具有强支撑，不破则问题不大，继续锁仓。大湖股份：公司是核污染概念股，今天在市场走的较弱的情况下大湖股份还是比较抗跌的，今天的成交量也是有着明显的放量，这个位置的多方还是占据着优势，现在的市场强者恒强，股价也是突破了前期12月的压力位，中期朝着10快的目标去了，老曾有成本优势，先继续锁仓。宁德时代：锂电池概念中的龙头，在早评中老曾也是说了，他和长安汽车现在这个位置适合做中线的埋伏，今天的小幅调整是良性的调整，股价始终都是在五日均线上方，中期趋势还是在圆弧底的上升通道之中，现在这个位置的趋势还在，继续锁仓。中润资源：黄金概念股，今天市场受黄金价格上涨的影响，板块延续了上周的强势表现，中润资源早盘大幅高开，从分时走势图来看，这个位置的涨停质量还是非常高的，说明市场中的做多意愿较强，现在这个为位置距离上方六附近的压力位仅有一步之遥，周二如果能突破则继续锁仓，上方有较大的抛压则落袋为安。创作不易，欢迎大家评论转发点赞，老曾看到了也是会及时回复的。,4,1,6,https://xueqiu.com/1849725798/285124163
300750,宁德时代,2024/4/8 16:19, 新能源车龙头ETF,"比亚迪最近消息不少。钠离子电池4月初，在第二届钠电池产业峰会上，比亚迪旗下弗迪电池产品线总监张剑表示，预计比亚迪将在6月于深圳实现大圆柱钠离子电池电动两轮车充换电综合应用场景试点，实现车、柜、电智能一体化。在电池的能量密度上，弗迪电池今年将量产的钠电池的能量密度是105Wh/kg，远期的目标在130Wh/kg以上。目前比亚迪钠离子电池的开发已经进入到围绕成本的第二阶段，虽然成本还远高于磷酸铁锂，但张剑估算，明年公司钠电池的BOM价格有望和磷酸铁锂持平，远期可以做到磷酸铁锂价格的70%以下。（当前国内钠电池价格为0.6—0.7元/Wh，到2025年有望将至0.45元/Wh左右，2027年有望在0.3—0.35元/Wh左右，与磷酸铁锂电池基本持平。）展望钠电产业未来几年的趋势，高工产研预测，除了出货量的突破，在产能上，预计2024年将有超5家钠电池企业完成5GWh钠电池产能，有超5家企业完成数千吨级别聚阴离子正极材料产能，超8家企业完成数千吨级硬碳负极材料产能。第二代刀片电池据媒体报道，在3月27日举行的“比亚迪2023年财报投资人沟通会”上，比亚迪董事长王传福透露，比亚迪目前正在研发第二代刀片电池系统，将在2024年8月发布。据悉，比亚迪第二代刀片电池能量密度达190Wh/kg，续航突破1000km。作为对比，比亚迪于2020年3月推出的刀片电池，当时的能量密度仅为140Wh/kg。也就是说，第二代刀片电池的能量密度，将比第一代提升超过35%！此外，第二代刀片电池采用了一种新的电解液配方，可以有效地降低电池的内阻，提高电池的低温放电能力。数据显示，第二代刀片电池产品在-30℃时的放电容量为80%，比第一代产品提高了10个百分点，且高于三元电池。安全方面，第二代刀片电池也将在第一代的基础上进一步升级。根据从去年下半年至今年初的部分专利显示，比亚迪在电池的绝缘、隔热，以及集成防火、散热等方面，做出了诸多优化。值得一提的是，3月28日，小米汽车发布引爆市场。虽然更多的人关注了小米汽车配套了宁德时代的神行电池及麒麟电池，但定价为21.59万元的小米SU7后驱长续航标准版，配套的是比亚迪的刀片电池。相比24.59万元的小米SU7高阶智驾后驱长续航版，以及29.99万元小米汽车SU7 Max版，更具价格优势的标准版或将卖得更多。比近三年78%的时间都便宜，新能源车板块弹性十足截至2024/4/3，新能源车板块估值（PE-TTM）为18.8倍，处于近三年22%的历史洼地，比期间82%的时间都更具性价比（数据来源：中证指数有限公司，Choice金融终端，东财基金整理， 2021/4/2-2024/4/3）。国盛证券表示，市场对于锂电基本面的悲观预期已充分反映。考虑到2024年全球电动化趋势仍具备高确定性，继续看好电动车赛道成长性，看好2024年需求回暖带动板块盈利抬升及估值修复。（以上信息来源：公司公告，东财基金整理）关注新能源车板块反转机会，选龙头一键cover新能源车上中下游产业链龙头pick新能源车龙头ETF（基金代码：159637）注：基金管理人对文中提及的板块和个股仅供参考，不代表基金管理人任何投资建议，不代表基金持仓信息或交易方向，个股涨幅不代表本基金未来业绩表现，不构成任何投资建议或推介。   风险提示：基金有风险，投资需谨慎。以上内容仅供参考，仅代表撰文时市场表现，基于市场环境的不确定性和多变性，不作为任何投资建议，所涉观点后续可能发生调整或变化。本文引用数据仅供参考，不作为投资建议和收益承诺。基金投资人在做出投资决策之前，请仔细阅读基金合同、基金招募说明书和基金产品资料概要及其更新等产品法律文件，充分认识基金的风险收益特征和产品特性,并请提前进行风险承受能力测评，选择与自身风险承受能力相匹配的基金产品进行投资。基金管理人承诺以诚实信用、勤勉尽责的原则管理和运用基金资产，但不保证基金一定盈利或本金不受损失。基金管理人、基金托管人、基金销售机构及相关机构不对基金投资收益做出任何承诺或保证。",0,1,6,https://xueqiu.com/2866104502/285122527
300750,宁德时代,2024/4/8 16:17, 以稳代攻,股市震荡，每天总有上涨的股票，很多还没赚到钱的人难免心急焦虑，精神压力很大，我想对大家说的是：不要慌，不要慌，太阳下山，有月光，月亮西沉，有朝阳。昨天的太阳，晒不干今天的衣裳，明天的大雨，淋不湿今天的自己。往事已逝，且随风；未来未到，且随心，不要提前焦虑，不要预知烦恼，生活就是见招拆招，逢山开路，遇水搭桥，日落归山海，山海藏深意，回头看看，所有那些你挺过去的磨难和吞下去的委屈，终是练就出了一边崩溃，一边自愈的你。别慌也别急，毕竟人生路长，时光还早，你又不差，别稍有不顺，就眼眶一红，觉得人间不值得，天有四季，花有花期，繁花似锦和硕果累累，都需要努力，也需要过程，是你的，就算穿越风雨也一定会来。   ,0,0,5,https://xueqiu.com/7346191300/285122143
300750,宁德时代,2024/4/8 16:10, 透明的盈利小手套,节前几天整体表现还不错啊！今天在调整我就继续加仓,16,5,8,https://xueqiu.com/5941120576/285121209
300750,宁德时代,2024/4/8 15:34, 最新款红色直升机,创业板也靠你拉着,2,1,4.5,https://xueqiu.com/8962672363/285115314
300750,宁德时代,2024/4/8 15:30, 武陵客万一开互,，看来应该推出一个规避地缘政治和专利纠纷的组合，不然就会遇到黑天鹅,0,0,4,https://xueqiu.com/1394868854/285114740
300750,宁德时代,2024/4/8 15:30, 柒天ming,中证A50堪称A股市场的“定海神针”。在年初的极端行情中，救市资金率先托举的就是这类大盘股，它们作为A股的“门面”至关重要。也只有这种大盘股稳了，市场才会稳。,0,0,5.5,https://xueqiu.com/9207568266/285114557
300750,宁德时代,2024/4/8 15:15, 再追高我就是猪,考虑到的涨幅，创业板实际上已经跌破1700点了。,1,0,5.5,https://xueqiu.com/8445513101/285111990
